STATUS | wrapper  | 2013/03/10 16:43:44 | --> Wrapper Started as Console
INFO   | jvm 1    | 2013/03/10 16:57:50 | WrapperJNI Error: Shutting down.
INFO   | jvm 1    | 2013/03/10 16:57:50 | WrapperSimpleApp Error: Unable to locate the class main.ShutdownComputer : java.lang.ClassNotFoundException: main.ShutdownComputer
INFO   | jvm 1    | 2013/03/10 16:57:50 | 
INFO   | jvm 1    | 2013/03/10 16:57:50 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2013/03/10 16:57:50 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 1    | 2013/03/10 16:57:50 | 
INFO   | jvm 1    | 2013/03/10 16:57:50 | Where:
INFO   | jvm 1    | 2013/03/10 16:57:50 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 1    | 2013/03/10 16:57:50 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 1    | 2013/03/10 16:57:50 |                   application.
ERROR  | wrapper  | 2013/03/10 16:57:50 | JVM exited while loading the application.
STATUS | wrapper  | 2013/03/10 16:57:55 | Launching a JVM...
INFO   | jvm 2    | 2013/03/10 16:57:55 | WrapperManager: Initializing...
INFO   | jvm 2    | 2013/03/10 16:57:56 | WrapperJNI Error: Not licensed to use this edition of the Wrapper native library. (1)
INFO   | jvm 2    | 2013/03/10 16:57:56 | WrapperJNI Error:  This can happen if the Wrapper binary is not the same version and edition as that of the Wrapper's JNI native library file.
INFO   | jvm 2    | 2013/03/10 16:57:56 | WrapperJNI Error: Shutting down.
INFO   | jvm 2    | 2013/03/10 16:57:56 | WrapperSimpleApp Error: Unable to locate the class main.ShutdownComputer : java.lang.ClassNotFoundException: main.ShutdownComputer
INFO   | jvm 2    | 2013/03/10 16:57:56 | 
INFO   | jvm 2    | 2013/03/10 16:57:56 | WrapperSimpleApp Usage:
INFO   | jvm 2    | 2013/03/10 16:57:56 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 2    | 2013/03/10 16:57:56 | 
INFO   | jvm 2    | 2013/03/10 16:57:56 | Where:
INFO   | jvm 2    | 2013/03/10 16:57:56 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 2    | 2013/03/10 16:57:56 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 2    | 2013/03/10 16:57:56 |                   application.
ERROR  | wrapper  | 2013/03/10 16:57:56 | JVM exited while loading the application.
STATUS | wrapper  | 2013/03/10 16:58:27 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/03/10 16:58:27 | Java Service Wrapper Community Edition 32-bit 3.5.17
STATUS | wrapper  | 2013/03/10 16:58:27 |   Copyright (C) 1999-2012 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/03/10 16:58:27 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/03/10 16:58:27 | 
STATUS | wrapper  | 2013/03/10 16:58:27 | Launching a JVM...
INFO   | jvm 1    | 2013/03/10 16:58:28 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/03/10 16:58:28 | WrapperManager: 
INFO   | jvm 1    | 2013/03/10 16:58:28 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 1    | 2013/03/10 16:58:28 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 1    | 2013/03/10 16:58:28 | WrapperManager:           could not be loaded:
INFO   | jvm 1    | 2013/03/10 16:58:28 | WrapperManager:             D:\Development\ComputerShutdown\bin\..\bin\native\lib64\wrapper.dll
INFO   | jvm 1    | 2013/03/10 16:58:28 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 1    | 2013/03/10 16:58:28 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 1    | 2013/03/10 16:58:28 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 1    | 2013/03/10 16:58:28 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 1    | 2013/03/10 16:58:28 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 1    | 2013/03/10 16:58:28 | WrapperManager:           Reported cause:
INFO   | jvm 1    | 2013/03/10 16:58:28 | WrapperManager:             D:\Development\ComputerShutdown\bin\native\lib64\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 1    | 2013/03/10 16:58:28 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 1    | 2013/03/10 16:58:28 | WrapperManager: 
INFO   | jvm 1    | 2013/03/10 16:58:28 | WrapperSimpleApp Error: Unable to locate the class main.ShutdownComputer : java.lang.ClassNotFoundException: main.ShutdownComputer
INFO   | jvm 1    | 2013/03/10 16:58:28 | 
INFO   | jvm 1    | 2013/03/10 16:58:28 | WrapperSimpleApp Usage:
INFO   | jvm 1    | 2013/03/10 16:58:28 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 1    | 2013/03/10 16:58:28 | 
INFO   | jvm 1    | 2013/03/10 16:58:28 | Where:
INFO   | jvm 1    | 2013/03/10 16:58:28 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 1    | 2013/03/10 16:58:28 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 1    | 2013/03/10 16:58:28 |                   application.
ERROR  | wrapper  | 2013/03/10 16:58:29 | JVM exited while loading the application.
STATUS | wrapper  | 2013/03/10 16:58:34 | Launching a JVM...
INFO   | jvm 2    | 2013/03/10 16:58:34 | WrapperManager: Initializing...
INFO   | jvm 2    | 2013/03/10 16:58:34 | WrapperManager: 
INFO   | jvm 2    | 2013/03/10 16:58:34 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 2    | 2013/03/10 16:58:34 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 2    | 2013/03/10 16:58:34 | WrapperManager:           could not be loaded:
INFO   | jvm 2    | 2013/03/10 16:58:34 | WrapperManager:             D:\Development\ComputerShutdown\bin\..\bin\native\lib64\wrapper.dll
INFO   | jvm 2    | 2013/03/10 16:58:34 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 2    | 2013/03/10 16:58:34 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 2    | 2013/03/10 16:58:34 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 2    | 2013/03/10 16:58:34 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 2    | 2013/03/10 16:58:34 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 2    | 2013/03/10 16:58:34 | WrapperManager:           Reported cause:
INFO   | jvm 2    | 2013/03/10 16:58:35 | WrapperManager:             D:\Development\ComputerShutdown\bin\native\lib64\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 2    | 2013/03/10 16:58:35 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 2    | 2013/03/10 16:58:35 | WrapperManager: 
INFO   | jvm 2    | 2013/03/10 16:58:35 | WrapperSimpleApp Error: Unable to locate the class main.ShutdownComputer : java.lang.ClassNotFoundException: main.ShutdownComputer
INFO   | jvm 2    | 2013/03/10 16:58:35 | 
INFO   | jvm 2    | 2013/03/10 16:58:35 | WrapperSimpleApp Usage:
INFO   | jvm 2    | 2013/03/10 16:58:35 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 2    | 2013/03/10 16:58:35 | 
INFO   | jvm 2    | 2013/03/10 16:58:35 | Where:
INFO   | jvm 2    | 2013/03/10 16:58:35 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 2    | 2013/03/10 16:58:35 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 2    | 2013/03/10 16:58:35 |                   application.
ERROR  | wrapper  | 2013/03/10 16:58:36 | JVM exited while loading the application.
STATUS | wrapper  | 2013/03/10 16:58:41 | Launching a JVM...
INFO   | jvm 3    | 2013/03/10 16:58:41 | WrapperManager: Initializing...
INFO   | jvm 3    | 2013/03/10 16:58:41 | WrapperManager: 
INFO   | jvm 3    | 2013/03/10 16:58:41 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 3    | 2013/03/10 16:58:41 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 3    | 2013/03/10 16:58:41 | WrapperManager:           could not be loaded:
INFO   | jvm 3    | 2013/03/10 16:58:41 | WrapperManager:             D:\Development\ComputerShutdown\bin\..\bin\native\lib64\wrapper.dll
INFO   | jvm 3    | 2013/03/10 16:58:41 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 3    | 2013/03/10 16:58:41 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 3    | 2013/03/10 16:58:41 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 3    | 2013/03/10 16:58:41 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 3    | 2013/03/10 16:58:41 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 3    | 2013/03/10 16:58:41 | WrapperManager:           Reported cause:
INFO   | jvm 3    | 2013/03/10 16:58:41 | WrapperManager:             D:\Development\ComputerShutdown\bin\native\lib64\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 3    | 2013/03/10 16:58:41 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 3    | 2013/03/10 16:58:41 | WrapperManager: 
INFO   | jvm 3    | 2013/03/10 16:58:41 | WrapperSimpleApp Error: Unable to locate the class main.ShutdownComputer : java.lang.ClassNotFoundException: main.ShutdownComputer
INFO   | jvm 3    | 2013/03/10 16:58:41 | 
INFO   | jvm 3    | 2013/03/10 16:58:41 | WrapperSimpleApp Usage:
INFO   | jvm 3    | 2013/03/10 16:58:41 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 3    | 2013/03/10 16:58:41 | 
INFO   | jvm 3    | 2013/03/10 16:58:41 | Where:
INFO   | jvm 3    | 2013/03/10 16:58:41 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 3    | 2013/03/10 16:58:41 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 3    | 2013/03/10 16:58:41 |                   application.
ERROR  | wrapper  | 2013/03/10 16:58:43 | JVM exited while loading the application.
STATUS | wrapper  | 2013/03/10 16:58:48 | Launching a JVM...
INFO   | jvm 4    | 2013/03/10 16:58:48 | WrapperManager: Initializing...
INFO   | jvm 4    | 2013/03/10 16:58:48 | WrapperManager: 
INFO   | jvm 4    | 2013/03/10 16:58:48 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 4    | 2013/03/10 16:58:48 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 4    | 2013/03/10 16:58:48 | WrapperManager:           could not be loaded:
INFO   | jvm 4    | 2013/03/10 16:58:48 | WrapperManager:             D:\Development\ComputerShutdown\bin\..\bin\native\lib64\wrapper.dll
INFO   | jvm 4    | 2013/03/10 16:58:48 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 4    | 2013/03/10 16:58:48 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 4    | 2013/03/10 16:58:48 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 4    | 2013/03/10 16:58:48 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 4    | 2013/03/10 16:58:48 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 4    | 2013/03/10 16:58:48 | WrapperManager:           Reported cause:
INFO   | jvm 4    | 2013/03/10 16:58:48 | WrapperManager:             D:\Development\ComputerShutdown\bin\native\lib64\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 4    | 2013/03/10 16:58:48 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 4    | 2013/03/10 16:58:48 | WrapperManager: 
INFO   | jvm 4    | 2013/03/10 16:58:48 | WrapperSimpleApp Error: Unable to locate the class main.ShutdownComputer : java.lang.ClassNotFoundException: main.ShutdownComputer
INFO   | jvm 4    | 2013/03/10 16:58:48 | 
INFO   | jvm 4    | 2013/03/10 16:58:48 | WrapperSimpleApp Usage:
INFO   | jvm 4    | 2013/03/10 16:58:48 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 4    | 2013/03/10 16:58:48 | 
INFO   | jvm 4    | 2013/03/10 16:58:48 | Where:
INFO   | jvm 4    | 2013/03/10 16:58:48 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 4    | 2013/03/10 16:58:48 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 4    | 2013/03/10 16:58:48 |                   application.
ERROR  | wrapper  | 2013/03/10 16:58:50 | JVM exited while loading the application.
STATUS | wrapper  | 2013/03/10 16:58:54 | Launching a JVM...
INFO   | jvm 5    | 2013/03/10 16:58:54 | WrapperManager: Initializing...
INFO   | jvm 5    | 2013/03/10 16:58:55 | WrapperManager: 
INFO   | jvm 5    | 2013/03/10 16:58:55 | WrapperManager: WARNING - Unable to load the Wrapper's native library 'wrapper.dll'.
INFO   | jvm 5    | 2013/03/10 16:58:55 | WrapperManager:           The file is located on the path at the following location but
INFO   | jvm 5    | 2013/03/10 16:58:55 | WrapperManager:           could not be loaded:
INFO   | jvm 5    | 2013/03/10 16:58:55 | WrapperManager:             D:\Development\ComputerShutdown\bin\..\bin\native\lib64\wrapper.dll
INFO   | jvm 5    | 2013/03/10 16:58:55 | WrapperManager:           Please verify that the file is both readable and executable by the
INFO   | jvm 5    | 2013/03/10 16:58:55 | WrapperManager:           current user and that the file has not been corrupted in any way.
INFO   | jvm 5    | 2013/03/10 16:58:55 | WrapperManager:           One common cause of this problem is running a 32-bit version
INFO   | jvm 5    | 2013/03/10 16:58:55 | WrapperManager:           of the Wrapper with a 64-bit version of Java, or vica versa.
INFO   | jvm 5    | 2013/03/10 16:58:55 | WrapperManager:           This is a 64-bit JVM.
INFO   | jvm 5    | 2013/03/10 16:58:55 | WrapperManager:           Reported cause:
INFO   | jvm 5    | 2013/03/10 16:58:55 | WrapperManager:             D:\Development\ComputerShutdown\bin\native\lib64\wrapper.dll: Can't load IA 32-bit .dll on a AMD 64-bit platform
INFO   | jvm 5    | 2013/03/10 16:58:55 | WrapperManager:           System signals will not be handled correctly.
INFO   | jvm 5    | 2013/03/10 16:58:55 | WrapperManager: 
INFO   | jvm 5    | 2013/03/10 16:58:55 | WrapperSimpleApp Error: Unable to locate the class main.ShutdownComputer : java.lang.ClassNotFoundException: main.ShutdownComputer
INFO   | jvm 5    | 2013/03/10 16:58:55 | 
INFO   | jvm 5    | 2013/03/10 16:58:55 | WrapperSimpleApp Usage:
INFO   | jvm 5    | 2013/03/10 16:58:55 |   java org.tanukisoftware.wrapper.WrapperSimpleApp {app_class{/app_method}} [app_arguments]
INFO   | jvm 5    | 2013/03/10 16:58:55 | 
INFO   | jvm 5    | 2013/03/10 16:58:55 | Where:
INFO   | jvm 5    | 2013/03/10 16:58:55 |   app_class:      The fully qualified class name of the application to run.
INFO   | jvm 5    | 2013/03/10 16:58:55 |   app_arguments:  The arguments that would normally be passed to the
INFO   | jvm 5    | 2013/03/10 16:58:55 |                   application.
ERROR  | wrapper  | 2013/03/10 16:58:56 | JVM exited while loading the application.
FATAL  | wrapper  | 2013/03/10 16:58:57 | There were 5 failed launches in a row, each lasting less than 300 seconds.  Giving up.
FATAL  | wrapper  | 2013/03/10 16:58:57 |   There may be a configuration problem: please check the logs.
STATUS | wrapper  | 2013/03/10 16:58:57 | <-- Wrapper Stopped
